user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|comment
萝卜gan|比亚迪论坛|584|差评|仪表总成12个  现在速度在120的时候，指针总是左右摆动，不稳定
萝卜gan|比亚迪论坛|598|差评|油表和以前一样不准确
萝卜gan|比亚迪论坛|595|差评|前门音响喇叭换了1个，高音头2个
萝卜gan|比亚迪论坛|594|差评|驾驶员座椅换了一个，现在左右的还不一样，一个是有标志的一个没有
萝卜gan|比亚迪论坛|588|差评|左传动轴漏油更换了一个
萝卜gan|比亚迪论坛|600|差评|高音喇叭换了一个，现在两个喇叭是有时候只响一个
萝卜gan|比亚迪论坛|590|差评|天窗护板换了一个，现在天窗前后移动不归位，必须用手向上推一下才归位，上下开关就没有这样的情况，在外面关车门的时候可以明显的看到天窗上下移动
萝卜gan|比亚迪论坛|586|差评|右后轮轴承换过3个
萝卜gan|比亚迪论坛|586|差评|风挡玻璃刮不干净，换无骨雨刷也一样的情况，估计是玻璃不平整
萝卜gan|比亚迪论坛|591|差评|更换过自动空调控制总成一个
萝卜gan|比亚迪论坛|597|差评|电子钟一个
萝卜gan|比亚迪论坛|588|差评|前避震换了两个，现在停在平地上还是左高右低
萝卜gan|比亚迪论坛|601|差评|后避震也要换了，也是一个高一个低，差距有5CM
江蓝蓝|比亚迪论坛|1390|中评|计54.9升，合计油耗为54.9/9.68=5.68升/百公里，其中高速路大约为600公里左右，其余为国道及城市内道路。真的，你开个求助贴，问一下就清楚了。我的最大加过55升。今天又加满一箱油，90#，继54.2升，跑了880公里，油耗为6.18。
白鲨王|比亚迪论坛|268|差评|晚上总觉得车的噪音很大，不知是心情不好，还是车出了毛病，我乡是不是该首保了，希望大家接受教训，给我的车出点注意，车的噪音是不是毛病，加油的动力噪音
hyalite|比亚迪论坛|3383|中评|昨天去4S做了首保,我看也很简单啊,换换油及滤,紧紧螺丝就完了,顺便加了个底盘护甲一共不到一小时
hyalite|比亚迪论坛|3380|好评|目前油耗是7-8,我开车很猛的,我高速统计只要5.3,这方面还是不错
hyalite|比亚迪论坛|3379|差评|另一个就是,档位不好入,有一次没入进,以为进了,齿轮打的惨叫,不爽中....
hyalite|比亚迪论坛|3368|差评|3000KM内去了二次4S,二次都是前发动机仓内一点刹车时有金属碰的异响,去了紧紧螺丝就好了
一飞惊人|比亚迪论坛|1136|好评|我的F3比较省
bmy121|比亚迪论坛|279|差评|副驾驶门,有条很大的缝隙,进气很大. 主驾驶门,也有一小条,去过4S店.和维护站,帮我调了门.一样没解决! 
美丽的天山|比亚迪论坛|231|差评|就希望F3小毛病少一点那就更完美了
美丽的天山|比亚迪论坛|216|好评|中午休息时间体验了我的F3和爱丽舍的加速性能,爽!爱丽舍差远了
小虫虫2008|比亚迪论坛|1604|差评|开到今天发现了管转向灯的转向器有点问题，往左要打很大的方向回正时左转向灯才会弹回，而往右只要一点点，然后回正转向灯就可以弹回。
shiyi125|比亚迪论坛|583|中评|提车6公里 车里没有油 4S店给+了10钱的(鄙视下)自己+了215 第2次油表灯亮+160 第3次+100目前跑了790 油表显示还1/3 
zzc-tj|比亚迪论坛|185|差评|我的F3的油表亮红灯,不知道是怎么回事.
luckyltt|比亚迪论坛|936|中评|现在跑了991公里，在723公里是油灯亮起，马上加了100元93号油，跑到981公里是油灯有亮起。算下来是7.9个油。还行，一直没开空调。
孤单人行路|比亚迪论坛|1170|好评|F3的操控和舒适性比其他的好多了
孤单人行路|比亚迪论坛|1170|好评|而且空间也大
冷冷冷冷|比亚迪论坛|920|好评|车子结实，比较耐用
冷冷冷冷|比亚迪论坛|921|中评|2300公里的时候做了首保，按要求应该是在1500－2500之间（首保的图片随后补上），全部免费，让师傅开出去转了几圈，说没有什么问题，回来调了调门缝、后备箱盖间隙。把四个轮子下了，检查四个盘刹，把蹄片打磨了，由于长期在市里跑，底盘基本上没有什么损伤，连接件的螺丝进行了紧固。放掉旧油，换机油、机油隔，整个发动机仓都挺干净，检查了水箱，冷凝器，都是好的
冷冷冷冷|比亚迪论坛|925|中评|配饰看得过眼，但做工很一般
冷冷冷冷|比亚迪论坛|921|好评|综合油耗比较低，应该在广大用户能够接受的范围
冷冷冷冷|比亚迪论坛|925|中评|开惯了还是比较顺手，加提速和捷达差不多，能够适应各种路况，底盘高度合适，
冷冷冷冷|比亚迪论坛|926|中评|噪音看怎么来说了，发动机打着火确实很安静，开起来隔音一般，比捷达好些。
冷冷冷冷|比亚迪论坛|900|差评|比亚迪号称的德系杜尔工艺漆面看来是没有跟人家学好，明显是半路出家的学徒工才做得出来的水平，漆面不整洁，洗车时水浇上去一圈一圈的，感觉漆面非常薄，一碰就会破的样子
冷冷冷冷|比亚迪论坛|905|中评|说说内饰，应该说8万多的车子能做到这样不错了，就是下部内饰颜色太浅，容易脏，需要自己加强锻炼擦干净。
冷冷冷冷|比亚迪论坛|906|好评|我喜欢那个自动空调，用起来还挺方便，也很好看
冷冷冷冷|比亚迪论坛|913|差评|坐椅高度合适，但AB柱都有点挡视线，行车时大家要注意观察。
冷冷冷冷|比亚迪论坛|909|差评|但比亚迪竟然连雾灯都不装，简直无语了，只有两个装饰壳，还不如不做那两个位置。
xuser927374|比亚迪论坛|867|好评|起步还可以，比较有力
xuser927374|比亚迪论坛|870|好评|天窗质量有所提升，（4S店人员说以前100辆里估计会有一辆漏雨等,但现在几乎不存在漏雨问题）
xuser927374|比亚迪论坛|876|中评|悬挂还是有一点偏硬，不过还能忍受
xuser927374|比亚迪论坛|874|好评|空调效果还可以，因为不热，只感到制冷快，出风大，一般夏天估计只前面座用2-3档就可以
xuser927374|比亚迪论坛|884|好评|离合轻了很多，很好用，刹车调硬了,效果明显,还有油门略重，但我自己感觉正好，太轻我不习惯，呵呵。
大篷车869||1701|中评|这次犒劳共花费373米,具体花费如下:1.齿轮油  49元(含20元工时费)2.机油,机滤,空滤,空调,汽油滤合计199元3.节气门清洗90元(含60元工时费)4.后行李箱换锁35元(含10元工时费)
pn1981|比亚迪论坛|1524|中评|此时的风噪是大了点，不过当时比较紧张，好象感觉还可以接受吧
pn1981|比亚迪论坛|1538|好评|车子还算沉稳，没有觉得发漂，赞一个先。
pn1981|比亚迪论坛|1528|中评|回来后算了算油耗，去的时候是7.1升每百公里，因为胶东老家是山区，回来的是时候速度基本保持在80-110之间，油耗是6.1升每百公里.忘记说了，当时车上加我一共坐了4个人还拉了不少东西的说
冷冷冷冷|比亚迪论坛|1013|中评|车子在安静的时候确实如车商介绍，很难感觉到发动机的声音，安静，但开起来还是能听到哈，比起捷达来说是要小得多了，但静音方面比我开过的凯旋差，毕竟人家是20来万的车，我的莫法比，认了，但是还比不上雨燕安静
冷冷冷冷|比亚迪论坛|1024|差评|雨燕和F3基本同价位，但雨燕的做工比F3要好
冷冷冷冷|比亚迪论坛|1010|好评|过减速带的时候有重车的感觉，比起雨燕要皮实多了。
冷冷冷冷|比亚迪论坛|1007|差评|F3的皮坐垫确实不敢恭维，驾驶台的灰色一圈前台还看着顺眼，腰部以下的整个配色太浅
冷冷冷冷|比亚迪论坛|1011|中评|我是在亮黄灯的时候加第二箱油的，等到下次黄灯亮的时候，我算了算，500多公里，油耗下来了一些，8个油以下了，再后来，用完800元油的时候跑了2000公里，8个油，也是我能承受和对我驾驶水平的真实反映吧。。。
xuser1072632|比亚迪论坛|946|好评|看中它车子空间够 大、
xuser1072632|比亚迪论坛|933|好评|配置够高，
xuser1072632|比亚迪论坛|936|差评|唯一不爽的是没有自动空调
xuser1072632|比亚迪论坛|946|好评|每1箱油，200元，80%郊区公路，全开空调，412公里时灯亮，估计剩余10升左右，0,38元/公里第2箱油，178元，90%郊区公里，全开空调，500公里亮灯，0.356元/公里第3箱油150元，80%郊区公路，未开空调，440公里未亮灯，估计还可跑30公里左右。感觉油耗很满意
xuser1072632|比亚迪论坛|935|中评|再来说说驾驶感受吧，我183cm,天窗的缘故，有点顶头，但座后排很爽
xuser1072632|比亚迪论坛|928|中评|加速感觉轻盈，座5个人开空调上坡感觉有点加速困难，要降档，不过到底这样的机会会很少
xuser1072632|比亚迪论坛|932|差评|减震有点硬
xuser1072632|比亚迪论坛|946|差评|还有因为底盘高，高速过弯时有点心虑。
冷冷冷冷|比亚迪论坛|1453|中评|看看外型，比捷达好看些
冷冷冷冷|比亚迪论坛|1456|好评|感觉空间不错
冷冷冷冷|比亚迪论坛|1454|好评|提速，声音都挺不错的
冷冷冷冷|比亚迪论坛|1444|好评|车子总体质量还行
冷冷冷冷|比亚迪论坛|1440|差评|细看有小毛病
9739|比亚迪论坛|5240|差评|这2年里我跑不下20/30次4S(包括保养在内)店半年内排气管换4次,后备箱修2次(最后次自己出的钱),电动门窗3次,大灯2次,什么ABS灯亮了,什么CD卡片,什么装饰板掉下来了,等等小毛病.今年最热的时候空调电机坏了差点没把我热死,现在车又出了两个毛病仪表盘的关门灯一直亮(上次去换4S店还没有居他们说整个仪表盘都要换了,那又是大手术了),玻璃喷水器又不知道哪根管掉了水都漏了(每天我车上都备瓶矿泉水不行的时候用一下),还有次大手术我忘记说了,玻璃旁边的金属装饰条用了半年全部变黑了换的时候居然前后玻璃都拆下了(新车搞成这样心疼吧,以后2手车卖的时候人家肯定说我出过大事故玻璃都换过了,哎!).
9739|比亚迪论坛|5251|好评|外型美观
9739|比亚迪论坛|5254|好评|内饰和中控台也很不错!!!
开心果6115|比亚迪论坛|3707|中评|前天提车，F3白金版豪华型，加油100元，到今天行驶140KM就告磬
xsgglzw|比亚迪论坛|175|差评|我的车现在把油门踩到底  转速最高2000  速度80还时好时坏的  现在开车累死了  得使劲踩着油门
轮回的终结|比亚迪论坛|554|差评|但是我总觉得方向助力泵的声音挺大的
轮回的终结|比亚迪论坛|561|差评|还有就是档位不大清晰涅,有的时候挂三档不大好推
轮回的终结|比亚迪论坛|553|差评|再有就是车一打火后转速在2000转 要过一段时间才能掉到1000转呢
f3车主|比亚迪论坛|387|差评|右后门关不严
f3车主|比亚迪论坛|401|差评|前两天跑长途，刚出50公里，变速箱侧面有一工艺孔，堵盖掉了，齿轮油漏了一路
f3车主|比亚迪论坛|402|差评|现在还发现发动机加油发抖
f3车主|比亚迪论坛|394|差评|千万不要相信F3，油耗8.5，都TMD骗人
520.tjp|比亚迪论坛|843|中评|2007.7.14自桂林市全洲上高速到深圳宝安下高速后在市内走30KM,全程810KM,耗油钱250元,4.80元/L,平均6.4L/100KM,全程空调,4人,后箱带行李约100Kg.呵呵......
望君珍重|比亚迪论坛|207|差评|车子在倒档，特别是打满轮倒的情况下，会发出就像'挂低档加高速度'时的嗡鸣声....我认为这是不正常的，但暂时不知道问题有多严重，发动机其它档位行驶末发现异响，只是在档倒时。
青青橄榄|比亚迪论坛|331|好评|今天走了723公里---其中高速610  车速--130以下---普通公路113{含市区70} 车速30---50                                    全程空调  满员5人  油耗6升/100公里  93号油  4.81元/升----平均0.288元/公里
红梅花|比亚迪论坛|363|中评|当然还有其他一些小问题，比如出现过几次打开电门水温报警等亮，冬天的倒车雷达有时能提醒100米外有障碍物，虽然是问题，但丝毫不影响我使用，所以我很释怀。
红梅花|比亚迪论坛|367|中评|加油费用共计3490元，其中1090元/5元=218升1950元/4.81元=405.4升150元/4.76元=31.51升100元/4.86元=20.57升200元/4.77元=41.92升共计加油：717.4升。目前油表指针在正中间，最保守还可行使100公里。综合油耗：717.4升/10252公里*100=6.997升/百公里
红梅花|比亚迪论坛|86|差评|F3的油表刻度指示确实有些问题（有其它车也有类似情况），主要是有极个别的指针停在一个刻度上不再上升或者上下波动着下滑
红梅花|比亚迪论坛|89|差评|却第一次感觉小三在满载状态下爬坡乏力
红梅花|比亚迪论坛|85|差评|到达凤凰后又发现怠速时车有较大抖震
红梅花|比亚迪论坛|78|差评|原来爱车已经有两个油嘴出现问题，一个基本不喷油，一个喷油量只正常的一半
红梅花|比亚迪论坛|92|差评|右大灯进水起雾，换！左大灯超期了还是坚持不住，刀版一声令下，换
红梅花|比亚迪论坛|91|差评|排气管中段异响
红梅花|比亚迪论坛|84|差评|尾箱扭力杆力度不够
红梅花|比亚迪论坛|81|差评|玻璃升降机不畅
红梅花|比亚迪论坛|96|差评|减震……换
红梅花|比亚迪论坛|81|差评|中控台……换
红梅花|比亚迪论坛|90|好评|220KM高速，我测试了起步至100KM加速，满意
红梅花|比亚迪论坛|90|差评|时速155—160KM的状态，坚持了5~8分钟，这是我最HIGH的疯狂！（有点飘了，大家还是少尝试）
红梅花|比亚迪论坛|92|好评|更多的还是被她的外形与表现吸引了
红梅花|比亚迪论坛|97|好评|更何况她平均不到7L/100KM的低油耗
红梅花|比亚迪论坛|92|差评|很尴尬地小三的转向灯继电器坏，转向灯长闪
红梅花|比亚迪论坛|107|好评|很快，他们的目光被F3大气的外观所吸引，最后一致认为F3外观大气
红梅花|比亚迪论坛|107|好评|就是感觉车噪音小，远比普桑好
红梅花|比亚迪论坛|103|好评|同时尊贵款增加的很多配置：双模天窗、自动空调、倒车雷达、1＋6CD，主机还能读MP3。
红梅花|比亚迪论坛|96|好评|很快就被F3漂亮的外表、丰富的配置及合理的价格吸引
红梅花|比亚迪论坛|104|好评|骏捷的底盘比F3低很多，通过性差。
红梅花|比亚迪论坛|106|差评|骏捷比F3大气
红梅花|比亚迪论坛|108|好评|一致称赞车子漂亮
红梅花|比亚迪论坛|89|差评|更换过倒车雷达探头、后备箱扭力杆、仪表总成、CD主机、灯光感光控制头等
红梅花|比亚迪论坛|91|好评|内后视镜带方向显示，避免任何情况下迷失方向
红梅花|比亚迪论坛|107|好评|自动开启的前大灯，避免临时过隧道等暗处时手忙脚乱的开灯
红梅花|比亚迪论坛|108|好评|自动空调保证车内适宜的温度
红梅花|比亚迪论坛|100|好评|ABS＋EBD让车刹车时没有打滑之忧
红梅花|比亚迪论坛|100|好评|4G18的发动机给了稳定的动力输出
红梅花|比亚迪论坛|92|好评|170MM的底盘让我在乡村路上尽情驰骋
红梅花|比亚迪论坛|90|好评|宽大的后备箱给自驾旅行以可靠的保障
红梅花|比亚迪论坛|106|好评|20公里自动锁车门提供了更多的安全
红梅花|比亚迪论坛|187|好评|这么漂亮的车才卖8.08万
红梅花|比亚迪论坛|169|好评|LP最终还是被F3那靓丽的形象和高性价比给俘虏了
红梅花|比亚迪论坛|181|好评|无论外型还是空间,价位都符合我们的要求
红梅花|比亚迪论坛|187|好评|左邻右舍的都说这车漂亮
红梅花|比亚迪论坛|170|好评|寒冷的冬天在车里吹着暖风，女儿的一双小手是那么的温暖！酷热的夏天在车里叹着冷气，女儿再也不用在烈日下满头大汗了
红梅花|比亚迪论坛|178|差评|我为小三加装了一对6X9后喇叭，音响效果大大改观
红梅花|比亚迪论坛|173|好评|综合油耗7.8升/百公里，还算满意
红梅花|比亚迪论坛|187|差评|就上个星期右前电动玻璃出现异响
红梅花|比亚迪论坛|180|差评|进一步提高装配工艺水平，有些配件明明质量没问题，但由于装配工人的不认真，也是出现一些小问题的关键之一
qdrh123|比亚迪论坛|9130|差评|我倒是没感觉沉，但感觉刹车有点硬
qdrh123|比亚迪论坛|1592|好评|宽敞舒适的空间
qdrh123|比亚迪论坛|1578|好评|靓丽大方外形
qdrh123|比亚迪论坛|1592|好评|从进展厅亲眼看到F3那一刻，我和LP一下子被打动了，那线条、那颜色
qdrh123|比亚迪论坛|1583|好评|那配置……这回深深地体会到了什么叫一见钟情
qdrh123|比亚迪论坛|1590|差评|接着后减震异响
qdrh123|比亚迪论坛|1580|差评|方向跑偏
qdrh123|比亚迪论坛|1589|差评|进油管老化
qdrh123|比亚迪论坛|1588|差评|油箱盖打不开
qdrh123|比亚迪论坛|1577|差评|发动机漏水
qdrh123|比亚迪论坛|1593|差评|CD不读碟
qdrh123|比亚迪论坛|1587|差评|先是玻璃机了
qdrh123|比亚迪论坛|1584|差评|仅有的一次就是工作台异响
树墩子|比亚迪论坛|45108|好评|外观：没的说，大气秀美，花冠的身段，飞度的臀尾，仿的地道，新入道的比亚迪能把模具作成这样，实乃不易。
树墩子|比亚迪论坛|45099|中评|车漆：德国的喷漆技术，效果不错，就是漆比较软，树枝一划就出道道，建议封釉
树墩子|比亚迪论坛|45105|中评|内饰：不算精细，但可以忍受，07款有所改善。
树墩子|比亚迪论坛|45112|中评|板金：活有点粗，不能细看，缝隙大，有搓缝。07款有改善。
树墩子|比亚迪论坛|45108|好评|方向提示：赞一个，提示方向很多老司机都感到惊奇。
树墩子|比亚迪论坛|45109|差评|排气管：设计有问题，容易积水生锈，从后面看很煞风景，建议厂家改用不锈钢的。
树墩子|比亚迪论坛|45097|差评|A柱：转弯时候，A柱会遮挡视线的，转弯时脑袋要不停地调整角度，注意安全。
树墩子|比亚迪论坛|45110|中评|大灯：F3区别花冠的特色性标志，媳妇说是流泪的丹凤眼，亮度适中。
树墩子|比亚迪论坛|45102|差评|小异响：车座、左前门、后座都在颠簸的路上发生过小的异响，装饰汽车和安装后喇叭留下的后遗症。
树墩子|比亚迪论坛|45110|中评|雨刷：小雨的时候，自动档雨刷跳响，一般要手动控制。
树墩子|比亚迪论坛|45109|好评|转向灯：打开左右传向灯后，短促的“嘀哒”提醒声还是比较清脆悦耳的。
树墩子|比亚迪论坛|45106|中评|防盗器：报警声音不大，也不算敏感，比较适中。
树墩子|比亚迪论坛|45095|中评|汽车喇叭：这里说的喇叭不是音响的扬声器，是提醒行人的喇叭，声音清脆洪亮，好像是双喇叭。不过，由于汽车发动机声音很小，在校园或宿舍院里，提醒行人如果按喇叭，会很响，尤其是遇到熟人和上司，更不好意思按喇叭，如果汽车能提供一个自行车铃声或者电话铃声，会更人性化一些。
树墩子|比亚迪论坛|45113|中评|胎噪：有些特殊路面，会有胎噪。
树墩子|比亚迪论坛|45097|中评|档位：新车档位比较涩，过了磨合期会比较顺滑。
树墩子|比亚迪论坛|45102|差评|离合器：踩踏比较硬
树墩子|比亚迪论坛|45103|中评|3、油门：感觉还算适中。4、刹车：都说比较软，我感觉习惯就可以。5、方向盘：轻重比较适度。
树墩子|比亚迪论坛|45108|好评|6、电动窗：按动电动窗的按钮，手感不错。
树墩子|比亚迪论坛|45111|差评|关门力度：关门要用点力气的，尤其是后备箱，比不上高档车。
树墩子|比亚迪论坛|45111|中评|减震：平坦路面还好，颠簸路段减震还是可以感觉到比较硬的。
树墩子|比亚迪论坛|45113|好评|空间：车内空间较大，大个子坐在里面没有碰头的感觉
树墩子|比亚迪论坛|45100|中评|油耗：磨合期期间，10个油左右，磨合期后8个多，随着驾驶习惯的改善，可能还会降到7个左右
